ID,Pop,Family,DateBorn,Sex,Length,Stage,Date,Time,Coder,Chase,Forced_Cop_Attempt,G_Swing,Ignore,Lunge,Nip,Sigmoid,Suc_Forced_Cop,Suc_Sigmoid_Cop,TTSigmoid,TTAvgSigmoid,Copulated
170,QH,404,6/6/2016,M,2.025,Before,9/22/2016,1445,NMP,3,6,60,1,8,1,12,0,0,34.768,2.897333333,N
170,QH,404,6/6/2016,M,2.025,After,9/22/2016,1730,NMP,0,1,40,1,0,0,0,0,0,0,0,N
171,QC,401,4/21/2016,M,1.868,Before,9/22/2016,1420,NMP,0,0,7,2,1,0,0,0,0,0,0,N
171,QC,401,4/21/2016,M,1.868,After,9/22/2016,1800,NMP,0,0,0,1,0,0,0,0,0,0,0,N
172,QC,401,4/21/2016,M,1.727,Before,9/22/2016,1400,NMP,0,0,4,2,0,0,0,0,0,0,0,N
172,QC,401,4/21/2016,M,1.727,After,9/22/2016,1800,SNC,0,0,0,1,0,0,0,0,0,0,0,N
173,CQ,430,5/20/2016,M,1.733,Before,9/22/2016,1420,NMP,0,0,6,1,0,0,1,0,0,1.346,1.346,N
173,CQ,430,5/20/2016,M,1.733,After,9/22/2016,1745,NMP,0,0,8,1,0,0,0,0,0,0,0,N
174,QC,401,4/21/2016,M,1.747,After,9/22/2016,1800,NMP,0,0,5,0,0,0,0,0,0,0,0,N
174,QC,401,4/21/2016,M,1.747,After,9/22/2016,1800,SNC,2,0,7,3,0,0,3,0,0,24.142,8.047333333,N
175,QC,411,6/15/2016,M,1.769,Before,9/22/2016,1400,NMP,3,1,12,1,1,0,0,0,0,0,0,N
175,QC,411,6/15/2016,M,1.769,After,9/22/2016,1800,NMP,3,0,12,5,0,0,0,0,0,0,0,N
176,CM,404,6/10/2016,M,1.839,Before,9/22/2016,1445,NMP,5,0,10,5,0,0,0,0,0,0,0,N
176,CM,404,6/10/2016,M,1.839,After,9/22/2016,1730,NMP,2,3,16,3,2,1,0,0,0,0,0,N
177,CQ,414,6/17/2016,M,1.756,Before,9/23/2016,1430,NMP,0,0,19,1,0,0,0,0,0,0,0,N
177,CQ,414,6/17/2016,M,1.756,After,9/23/2016,1945,NMP,0,0,21,1,0,0,1,0,0,2.035,2.035,N
178,CQ,409,5/20/2016,M,1.784,Before,9/23/2016,1415,NMP,0,0,11,2,0,0,1,0,0,2,2,N
178,CQ,409,5/20/2016,M,1.784,After,9/23/2016,1945,NMP,0,0,3,1,0,0,0,0,0,0,0,N
179,CQ,414,6/17/2016,M,1.643,Before,9/23/2016,1415,NMP,1,0,9,1,0,0,0,0,0,0,0,N
179,CQ,414,6/17/2016,M,1.643,After,9/23/2016,1945,NMP,0,0,9,1,0,0,0,0,0,0,0,N
180,CQ,430,6/17/2016,M,1.814,Before,9/23/2016,1415,NMP,0,0,2,1,0,0,0,0,0,0,0,N
180,CQ,430,6/17/2016,M,1.814,After,9/23/2016,1945,NMP,0,0,8,1,0,0,0,0,0,0,0,N
181,CQ,409,5/20/2016,M,1.928,Before,9/23/2016,1430,NMP,0,1,5,2,0,0,1,0,0,1.872,1.872,N
181,CQ,409,5/20/2016,M,1.928,After,9/23/2016,1930,NMP,0,0,0,0,0,0,0,0,0,0,0,N
182,CQ,438,6/15/2016,M,1.616,Before,9/23/2016,1430,NMP,0,0,16,1,0,0,0,0,0,0,0,N
182,CQ,438,6/15/2016,M,1.616,After,9/23/2016,1930,NMP,2,0,12,1,0,0,0,0,0,0,0,N
183,CQ,414,6/17/2016,M,1.746,Before,9/23/2016,1430,NMP,3,6,33,4,4,6,0,0,0,0,0,N
183,CQ,414,6/17/2016,M,1.746,After,9/23/2016,1930,NMP,4,10,14,2,4,5,0,0,0,0,0,N
184,CQ,430,6/17/2016,M,1.714,Before,9/28/2016,1230,NMP,0,0,14,2,0,0,2,0,0,2.962,1.481,N
184,CQ,430,6/17/2016,M,1.714,After,9/23/2016,1930,NMP,2,7,38,2,11,3,0,0,0,0,0,N
185,CQ,438,6/15/2016,M,1.756,Before,9/23/2016,1445,NMP,0,0,0,0,0,0,0,0,0,0,0,N
185,CQ,438,6/15/2016,M,1.756,After,9/23/2016,1930,NMP,0,0,0,1,0,0,0,0,0,0,0,N
186,CQ,409,5/20/2016,M,1.895,Before,9/23/2016,1445,NMP,2,0,10,2,0,0,1,0,0,1.682,1.682,N
186,CQ,409,5/20/2016,M,1.895,After,9/23/2016,1930,NMP,0,0,2,2,0,0,0,0,0,0,0,N
187,CQ,430,6/17/2016,M,1.754,Before,9/23/2016,1445,NMP,1,23,20,2,10,4,0,0,0,0,0,N
187,CQ,430,6/17/2016,M,1.754,After,9/23/2016,1930,NMP,1,12,28,1,8,8,1,0,0,1.795,1.795,N
188,CQ,438,6/15/2016,M,1.981,Before,9/23/2016,1415,NMP,1,2,17,2,1,1,1,1,0,3.491,3.491,Y
188,CQ,438,6/15/2016,M,1.981,After,9/23/2016,1930,NMP,2,5,23,1,0,0,1,1,0,3.695,3.695,Y
189,CQ,431,6/1/2016,M,1.79,Before,9/26/2016,1305,NMP,0,0,1,0,0,0,0,0,0,0,0,N
189,CQ,431,6/1/2016,M,1.79,After,9/26/2016,1545,NMP,0,0,0,1,0,0,0,0,0,0,0,N
190,CQ,426,5/31/2016,M,1.582,Before,9/26/2016,1250,NMP,0,0,2,1,0,0,0,0,0,0,0,N
190,CQ,426,5/31/2016,M,1.582,After,9/26/2016,1545,NMP,0,0,3,1,0,0,0,0,0,0,0,N
191,CQ,414,6/17/2016,M,1.729,Before,9/26/2016,1250,NMP,0,1,15,2,0,0,0,0,0,0,0,N
191,CQ,414,6/17/2016,M,1.729,After,9/26/2016,1545,NMP,1,3,5,0,2,0,0,0,0,0,0,N
192,CQ,404,6/18/2016,M,1.611,Before,9/26/2016,1305,NMP,0,0,0,0,0,0,0,0,0,0,0,N
192,CQ,404,6/18/2016,M,1.611,After,9/26/2016,1545,NMP,0,0,0,0,0,0,0,0,0,0,0,N
193,CQ,426,5/31/2016,M,1.589,Before,9/26/2016,1250,NMP,0,0,6,1,0,0,1,0,0,0.976,0.976,N
193,CQ,426,5/31/2016,M,1.589,After,9/26/2016,1535,NMP,0,0,2,1,0,0,0,0,0,0,0,N
194,CQ,431,6/1/2016,M,1.892,Before,9/26/2016,1305,NMP,0,0,1,0,0,0,1,0,0,8.631,8.631,N
194,CQ,431,6/1/2016,M,1.892,After,9/26/2016,1535,NMP,0,0,0,1,0,0,0,0,0,0,0,N
195,CQ,426,5/31/2016,M,1.644,Before,9/26/2016,1305,NMP,1,5,15,0,2,2,4,0,0,11.214,2.8035,N
195,CQ,426,5/31/2016,M,1.644,After,9/26/2016,1535,NMP,0,0,3,1,0,0,0,0,0,0,0,N
196,CQ,414,6/17/2016,M,1.699,Before,9/26/2016,1320,NMP,1,6,8,1,1,0,0,1,0,0,0,Y
196,CQ,414,6/17/2016,M,1.699,After,9/26/2016,1515,NMP,2,1,13,1,0,0,0,0,0,0,0,N
197,CQ,426,5/31/2016,M,1.664,Before,9/26/2016,1320,NMP,0,0,0,0,0,0,0,0,0,0,0,N
197,CQ,426,5/31/2016,M,1.664,After,9/26/2016,1515,NMP,0,0,2,1,0,0,0,0,0,0,0,N
198,CQ,416,6/18/2016,M,1.858,Before,9/26/2016,1320,NMP,1,1,13,3,0,0,0,0,0,0,0,N
198,CQ,416,6/18/2016,M,1.858,After,9/26/2016,1515,NMP,0,0,7,1,0,0,0,0,0,0,0,N
199,CQ,404,6/18/2016,M,1.653,Before,9/26/2016,1320,NMP,2,0,2,3,0,0,0,0,0,0,0,N
199,CQ,404,6/18/2016,M,1.653,After,9/26/2016,1515,NMP,0,0,3,1,0,0,0,0,0,0,0,N
200,CQ,416,6/18/2016,M,1.926,Before,9/26/2016,1250,NMP,1,0,6,3,0,0,0,0,0,0,0,N
200,CQ,416,6/18/2016,M,1.926,After,9/26/2016,1535,NMP,2,0,17,2,0,0,0,0,0,0,0,N
201,QC,401,6/15/2016,M,1.731,Before,9/27/2016,1250,NMP,1,13,29,2,4,0,8,0,0,27.692,3.4615,N
201,QC,401,6/15/2016,M,1.731,After,9/27/2016,1450,NMP,3,0,14,5,3,0,0,0,0,0,0,N
202,CQ,430,4/21/2016,M,1.79,Before,9/27/2016,1310,NMP,1,0,4,4,0,0,2,0,0,4.303,2.1515,N
202,CQ,430,4/21/2016,M,1.79,After,9/27/2016,1510,NMP,0,0,4,1,0,0,0,0,0,0,0,N
203,CQ,438,4/24/2016,M,1.674,After,9/27/2019,1510,NMP,0,0,0,0,0,0,0,0,0,0,0,N
203,CQ,438,4/24/2016,M,1.674,After,9/27/2019,1525,NMP,0,0,0,1,0,0,0,0,0,0,0,N
204,CM,404,6/10/2016,M,1.663,Before,9/27/2016,1310,SNC,0,0,0,1,0,0,0,0,0,0,0,N
204,CM,404,6/10/2016,M,1.663,After,9/27/2016,1510,NMP,1,0,3,2,0,0,0,0,0,0,0,N
205,QH,404,6/6/2016,M,1.842,Before,9/27/2016,1250,NMP,3,11,30,4,7,0,9,0,0,35.076,3.897333333,N
205,QH,404,6/6/2016,M,1.842,After,9/27/2019,1450,NMP,1,0,6,1,0,0,2,0,0,4.509,2.2545,N
206,QC,401,6/15/2016,M,1.99,Before,9/27/2016,1250,NMP,0,0,7,3,1,0,0,0,0,0,0,N
206,QC,401,6/15/2016,M,1.99,After,9/27/2016,1450,NMP,0,0,0,0,0,0,0,0,0,0,0,N
207,CQ,430,4/21/2016,M,1.867,Before,9/27/2016,1410,NMP,0,0,0,0,0,0,0,0,0,0,0,N
208,CQ,435,4/24/2016,M,1.857,Before,9/27/2016,1410,NMP,0,0,3,1,0,0,0,0,0,0,0,N
208,CQ,435,4/24/2016,M,1.857,After,9/27/2016,1525,NMP,0,0,0,0,0,0,0,0,0,0,0,N
209,CM,404,6/10/2016,M,1.93,After,9/27/2016,1510,NMP,1,0,0,4,0,0,0,0,0,0,0,N
209,CM,404,6/10/2016,M,1.93,After,9/27/2016,1510,SNC,0,0,0,0,0,0,0,0,0,0,0,N
210,CQ,438,4/24/2016,M,1.959,Before,9/27/2016,1410,NMP,3,3,25,1,5,0,1,0,0,2.961,2.961,N
210,CQ,438,4/24/2016,M,1.959,After,9/27/2016,1525,NMP,1,2,27,1,6,1,1,0,0,1.084,1.084,N
211,QH,404,6/6/2016,M,1.791,Before,9/27/2016,1250,NMP,2,3,9,2,7,1,0,0,0,0,0,N
211,QH,404,6/6/2016,M,1.791,After,9/27/2016,1450,NMP,1,2,10,1,0,0,3,0,0,5.39,1.796666667,N
212,CQ,438,4/24/2016,M,1.811,Before,9/27/2016,1410,NMP,2,2,15,4,1,0,0,0,0,0,0,N
212,CQ,438,4/24/2016,M,1.811,After,9/28/2016,1230,NMP,0,0,0,1,0,0,0,0,0,0,0,N
213,CQ,405,6/6/2016,M,1.759,After,9/28/2016,1235,NMP,0,0,7,1,0,0,0,0,0,0,0,N
213,CQ,405,6/6/2016,M,1.759,After,9/28/2016,1235,SNC,0,0,4,1,0,0,0,0,0,0,0,N
214,CQ,414,4/29/2016,M,1.696,Before,9/28/2016,1230,NMP,1,5,18,1,3,2,0,0,0,0,0,N
214,CQ,414,4/29/2016,M,1.696,After,9/28/2016,2050,NMP,2,6,15,0,0,0,0,0,0,0,0,N
215,CQ,431,6/12/2016,M,1.804,After,9/28/2016,1235,NMP,5,0,2,4,2,0,0,0,0,0,0,N
215,CQ,431,6/12/2016,M,1.804,After,9/28/2016,1235,SNC,4,0,1,5,0,0,0,0,0,0,0,N
216,CQ,414,4/29/2016,M,1.695,Before,9/28/2016,1230,NMP,3,0,1,1,0,0,0,0,0,0,0,N
216,CQ,414,4/29/2016,M,1.695,After,9/28/2016,2050,NMP,1,0,11,1,1,0,0,0,0,0,0,N
217,CQ,405,6/6/2016,M,1.874,After,9/28/2016,1235,NMP,2,6,17,2,1,1,0,0,0,0,0,N
218,CQ,426,5/3/2016,M,1.643,After,9/28/2016,1235,NMP,5,18,29,4,12,1,7,0,0,31.963,4.566142857,N
219,CQ,414,4/29/2016,M,1.821,After,9/28/2016,2050,NMP,0,0,10,1,0,0,0,0,0,0,0,N
220,QH,401,4/27/2016,M,1.961,Before,9/29/2016,1250,NMP,0,0,1,2,0,0,0,0,0,0,0,N
220,QH,401,4/27/2016,M,1.961,After,2/29/2016,1500,NMP,0,0,2,0,0,0,0,0,0,0,0,N
221,QH,417,5/9/2016,M,1.713,Before,9/29/2016,1250,NMP,0,0,0,1,0,0,0,0,0,0,0,N
221,QH,417,5/9/2016,M,1.713,After,9/29/2016,1500,NMP,0,0,0,0,0,0,0,0,0,0,0,N
222,QC,434,5/24/2016,M,1.797,Before,2/29/2016,1300,NMP,0,0,0,0,0,0,0,0,0,0,0,N
222,QC,434,5/24/2016,M,1.797,After,2/29/2016,1530,NMP,0,0,2,1,0,0,0,0,0,0,0,N
223,QH,417,5/9/2016,M,1.793,Before,9/29/2016,1250,NMP,0,0,0,1,0,0,0,0,0,0,0,N
223,QH,417,5/9/2016,M,1.793,After,9/29/2016,1500,NMP,0,0,0,1,0,0,0,0,0,0,0,N
224,QC,404,5/10/2016,M,1.981,Before,2/29/2016,1330,NMP,0,0,7,1,0,0,0,0,0,0,0,N
224,QC,404,5/10/2016,M,1.981,After,9/29/2016,1530,NMP,1,0,3,1,0,0,0,0,0,0,0,N
225,CQ,431,4/27/2016,M,1.905,Before,9/29/2016,1300,NMP,0,0,0,0,0,0,0,0,0,0,0,N
225,CQ,431,4/27/2016,M,1.905,After,9/29/2016,1530,NMP,0,0,0,0,0,0,0,0,0,0,0,N
226,QC,404,5/10/2016,M,1.811,Before,9/29/2016,1330,NMP,2,0,2,2,0,0,1,0,0,1.581,1.581,N
226,QC,404,5/10/2016,M,1.811,After,9/29/2016,1530,SNC,0,0,0,1,0,0,0,0,0,0,0,N
227,QH,401,4/27/2016,M,1.993,Before,9/29/2016,1250,NMP,1,0,1,2,0,0,1,0,0,1.151,1.151,N
227,QH,401,4/27/2016,M,1.993,After,9/29/2016,1500,NMP,0,0,0,1,0,0,0,0,0,0,0,N
228,QC,404,5/10/2016,M,1.865,Before,9/29/2016,1330,NMP,2,15,9,0,4,0,0,0,0,0,0,N
228,QC,404,5/10/2016,M,1.865,After,2/29/2016,1530,NMP,1,3,20,1,7,1,0,0,0,0,0,N
229,CQ,431,4/28/2016,M,1.927,Before,9/29/2016,1300,NMP,1,0,5,0,1,1,0,0,0,0,0,N
229,CQ,431,4/28/2016,M,1.927,After,9/29/2016,1530,NMP,0,0,2,1,0,0,0,0,0,0,0,N
230,QC,404,5/10/2016,M,1.961,Before,9/29/2016,1330,NMP,2,0,3,1,0,0,1,0,0,1.148,1.148,N
230,QC,404,5/10/2016,M,1.961,After,9/29/2016,1530,NMP,0,0,4,1,0,0,0,0,0,0,0,N
231,CQ,404,4/26/2016,M,1.674,Before,9/29/2016,1300,NMP,0,0,5,1,0,0,1,0,0,1.721,1.721,N
231,CQ,404,4/26/2016,M,1.674,After,9/29/2016,1530,NMP,0,0,5,1,0,0,0,0,0,0,0,N
232,QC,419,5/11/2016,M,1.706,Before,10/1/2016,1410,NMP,1,1,18,0,1,1,9,0,0,32.773,3.641444444,N
232,QC,419,5/11/2016,M,1.706,After,10/2/2016,1205,NMP,1,4,20,2,0,0,3,0,0,12.388,4.129333333,N
233,QC,401,5/11/2016,M,1.991,Before,10/1/2016,1330,NMP,0,0,7,2,1,0,0,0,0,0,0,N
233,QC,401,5/11/2016,M,1.991,After,10/2/2016,1145,NMP,1,2,18,2,0,0,0,0,0,0,0,N
234,QC,419,5/11/2016,M,1.784,Before,10/1/2016,1420,NMP,0,0,0,2,0,0,4,0,0,8.8,2.2,N
234,QC,419,5/11/2016,M,1.784,After,10/2/2016,1130,NMP,1,6,1,1,0,1,0,0,0,0,0,N
235,QC,404,5/10/2016,M,1.814,Before,10/1/2016,1410,NMP,2,6,23,2,1,0,0,0,0,0,0,N
235,QC,404,5/10/2016,M,1.814,After,10/2/2016,1205,NMP,3,22,24,2,1,1,0,0,0,0,0,N
236,QC,401,5/11/2016,M,1.98,Before,10/1/2016,1330,NMP,0,0,7,0,0,0,0,0,0,0,0,N
236,QC,401,5/11/2016,M,1.98,After,10/2/2016,1145,NMP,0,0,0,0,0,0,0,0,0,0,0,N
237,QC,404,5/10/2016,M,1.632,Before,10/1/2016,1410,NMP,0,0,11,4,0,0,3,0,0,6.53,2.176666667,N
237,QC,404,5/10/2016,M,1.632,After,10/2/2016,1205,NMP,1,0,11,4,0,0,2,0,0,5.284,2.642,N
238,QC,419,5/11/2016,M,1.781,Before,10/1/2016,1420,NMP,0,0,8,1,0,0,0,0,0,0,0,N
238,QC,419,5/11/2016,M,1.781,After,10/2/2016,1130,NMP,0,0,12,2,0,0,1,0,0,1.565,1.565,N
239,QC,401,5/11/2016,M,2.183,Before,10/1/2016,1330,NMP,0,0,10,1,0,0,0,0,0,0,0,N
239,QC,401,5/11/2016,M,2.183,After,10/2/2016,1145,NMP,0,0,17,1,0,0,0,0,0,0,0,N
240,QC,401,5/11/2016,M,1.757,Before,10/1/2016,1330,NMP,0,0,0,0,0,0,0,0,0,0,0,N
240,QC,401,5/11/2016,M,1.757,After,10/2/2016,1145,NMP,2,0,11,2,0,0,0,0,0,0,0,N
241,QC,419,5/11/2016,M,1.79,Before,10/1/2016,1420,NMP,0,0,0,0,0,0,0,0,0,0,0,N
241,QC,419,5/11/2016,M,1.79,After,10/2/2016,1130,NMP,0,0,17,1,0,0,0,0,0,0,0,N
242,QC,419,5/11/2016,M,1.737,Before,10/1/2016,1420,NMP,1,0,5,2,1,0,0,0,0,0,0,N
242,QC,419,5/11/2016,M,1.737,After,10/2/2016,1130,NMP,1,0,15,2,0,0,0,0,0,0,0,N
243,QC,401,5/11/2016,M,1.874,Before,10/1/2016,1410,NMP,0,0,3,2,0,0,0,0,0,0,0,N
243,QC,401,5/11/2016,M,1.874,After,10/2/2016,1205,NMP,0,0,2,1,0,0,0,0,0,0,0,N
244,CQ,426,5/9/2016,M,1.738,Before,10/3/2016,1300,NMP,0,0,6,2,0,0,1,0,0,2.108,2.108,N
244,CQ,426,5/9/2016,M,1.738,After,10/4/2016,645,NMP,0,0,5,0,0,0,0,0,0,0,0,N
245,CQ,405,5/9/2016,M,1.93,Before,10/3/2016,1320,NMP,0,1,9,1,0,0,0,0,0,0,0,N
245,CQ,405,5/9/2016,M,1.93,After,10/4/2016,655,NMP,0,0,9,1,0,0,0,0,0,0,0,N
247,CQ,426,5/9/2016,M,1.78,Before,10/3/2016,1300,NMP,0,0,0,1,0,0,1,0,0,2.426,2.426,N
247,CQ,426,5/9/2016,M,1.78,After,10/4/2016,645,NMP,0,1,28,2,0,0,0,0,0,0,0,N
248,CQ,436,5/6/2016,M,1.821,Before,10/3/2016,1320,NMP,0,0,4,1,0,0,0,0,0,0,0,N
248,CQ,436,5/6/2016,M,1.821,After,10/4/2016,655,NMP,1,1,7,1,0,0,0,0,0,0,0,N
249,CQ,405,5/9/2016,M,1.927,Before,10/3/2016,1320,NMP,0,2,12,2,0,0,0,0,0,0,0,N
249,CQ,405,5/9/2016,M,1.927,After,10/4/2016,655,NMP,0,0,24,1,0,0,0,0,0,0,0,N
250,CQ,418,5/9/2016,M,1.821,Before,10/3/2016,1320,NMP,2,0,2,2,1,0,0,0,0,0,0,N
250,CQ,418,5/9/2016,M,1.821,After,10/4/2016,655,NMP,0,0,4,2,0,0,0,0,0,0,0,N
251,CQ,426,5/9/2016,M,1.601,Before,10/3/2016,1300,NMP,1,0,1,1,0,0,0,0,0,0,0,N
251,CQ,426,5/9/2016,M,1.601,After,10/4/2016,645,NMP,0,0,2,0,0,0,0,0,0,0,0,N
252,CQ,436,5/6/2016,M,1.811,Before,10/3/2016,1340,NMP,1,0,1,1,0,0,0,0,0,0,0,N
252,CQ,436,5/6/2016,M,1.811,After,10/4/2016,715,NMP,3,0,14,3,0,0,0,0,0,0,0,N
253,CQ,418,5/9/2016,M,1.769,Before,10/3/2016,1340,NMP,4,7,18,1,5,2,4,0,0,7.012,1.753,N
253,CQ,418,5/9/2016,M,1.769,After,10/4/2016,715,NMP,3,1,5,4,2,0,0,0,0,0,0,N
254,CQ,436,5/6/2016,M,2.013,Before,10/3/2016,1340,NMP,0,0,1,1,0,0,0,0,0,0,0,N
254,CQ,436,5/6/2016,M,2.013,After,10/4/2016,715,NMP,1,1,19,2,0,0,0,0,0,0,0,N
255,CQ,426,5/9/2016,M,1.727,Before,10/3/2016,1300,NMP,0,0,1,0,0,0,0,0,0,0,0,N
255,CQ,426,5/9/2016,M,1.727,After,10/4/2016,645,NMP,0,0,6,1,0,0,0,0,0,0,0,N
256,QC,434,5/11/2016,M,1.965,After,10/5/2019,825,NMP,1,0,18,1,0,0,0,0,0,0,0,N
257,CQ,416,5/12/2016,M,2.026,Before,10/4/2016,1545,NMP,0,0,7,1,0,0,0,0,0,0,0,N
257,CQ,416,5/12/2016,M,2.026,After,10/5/2016,805,NMP,0,0,19,1,0,0,0,0,0,0,0,N
258,CQ,432,5/8/2016,M,1.815,Before,10/4/2016,1515,NMP,1,1,6,2,2,0,1,1,0,6.349,6.349,Y
258,CQ,432,5/8/2016,M,1.815,After,10/5/2016,745,NMP,0,1,15,1,0,0,6,0,0,10.928,1.821333333,N
259,CQ,432,5/8/2016,M,1.982,Before,10/4/2016,1515,NMP,2,4,19,2,3,1,1,0,0,7.101,7.101,N
259,CQ,432,5/8/2016,M,1.982,After,10/5/2016,745,NMP,0,0,4,1,0,0,0,0,0,0,0,N
260,CQ,426,5/9/2016,M,1.811,Before,10/4/2016,1505,NMP,0,0,0,1,0,1,1,0,0,0.559,0.559,N
260,CQ,426,5/9/2016,M,1.811,After,10/5/2016,805,NMP,0,0,3,0,0,0,0,0,0,0,0,N
261,QC,434,5/11/2016,M,1.811,Before,10/4/2016,1505,NMP,2,2,15,2,2,2,0,0,0,0,0,N
261,QC,434,5/11/2016,M,1.811,After,10/5/2016,825,NMP,0,1,18,1,0,1,0,0,0,0,0,N
262,CQ,416,5/12/2016,M,1.796,Before,10/4/2016,1545,NMP,0,0,0,0,0,0,0,0,0,0,0,N
262,CQ,416,5/12/2016,M,1.796,After,10/5/2016,805,NMP,1,1,12,2,1,0,0,0,0,0,0,N
263,CQ,432,5/8/2016,M,1.768,Before,10/4/2016,1515,NMP,3,8,15,3,1,0,5,0,0,18.127,3.6254,N
263,CQ,432,5/8/2016,M,1.768,After,10/5/2016,745,NMP,0,0,9,1,0,0,0,0,0,0,0,N
264,CQ,426,5/9/2016,M,1.656,Before,10/4/2016,1505,NMP,0,0,4,0,0,0,0,0,0,0,0,N
264,CQ,426,5/9/2016,M,1.656,After,10/5/2016,805,NMP,0,1,13,1,0,0,4,0,0,12.793,3.19825,N
265,CQ,416,5/12/2016,M,1.783,Before,10/4/2016,1545,NMP,0,0,0,0,0,0,0,0,0,0,0,N
265,CQ,416,5/12/2016,M,1.783,After,10/5/2019,825,NMP,1,0,15,1,0,0,0,0,0,0,0,N
266,CQ,432,5/8/2016,M,1.811,Before,10/4/2016,1515,NMP,2,4,8,2,1,1,0,0,0,0,0,N
266,CQ,432,5/8/2016,M,1.811,After,10/5/2016,745,NMP,0,0,9,1,0,0,0,0,0,0,0,N
267,CQ,416,5/12/2016,M,1.811,Before,10/4/2016,1545,NMP,0,0,0,1,0,0,0,0,0,0,0,N
267,CQ,416,5/12/2016,M,1.811,After,10/5/2016,825,NMP,0,0,4,1,0,0,0,0,0,0,0,N
268,QC,404,5/8/2016,M,1.979,Before,10/5/2016,1210,NMP,0,0,0,0,0,0,0,0,0,0,0,N
268,QC,404,5/8/2016,M,1.979,After,10/6/2016,1045,NMP,0,0,2,1,0,0,0,0,0,0,0,N
269,CM,420,5/9/2016,M,1.882,After,10/6/2016,1045,NMP,0,0,1,1,0,0,0,0,0,0,0,N
270,QC,404,5/8/2016,M,1.909,Before,10/5/2016,1230,NMP,0,0,0,0,0,0,0,0,0,0,0,N
270,QC,404,5/8/2016,M,1.909,After,10/6/2016,1100,NMP,0,0,4,1,1,0,0,0,0,0,0,N
271,CM,420,5/9/2016,M,1.741,Before,10/5/2016,1230,NMP,0,0,0,1,0,0,0,0,0,0,0,N
271,CM,420,5/9/2016,M,1.741,After,10/6/2016,1100,NMP,0,0,1,1,0,0,0,0,0,0,0,N
272,QC,404,5/8/2016,M,1.897,Before,10/5/2016,1210,NMP,0,1,30,1,1,1,0,0,0,0,0,N
272,QC,404,5/8/2016,M,1.897,After,10/6/2016,1045,NMP,0,6,24,1,1,2,0,1,0,0,0,Y
273,CM,420,5/9/2016,M,1.784,Before,10/5/2016,1210,NMP,1,0,0,0,0,0,0,0,0,0,0,N
273,CM,420,5/9/2016,M,1.784,After,10/6/2016,1045,NMP,0,0,5,1,0,0,0,0,0,0,0,N
